source_transaction_id,transaction_ts,warehouse_code,sku_code,transaction_type,quantity,unit_cost,source_system
TX-00000103,2026-03-05T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,25,42.5,DEMO
TX-00000104,2026-03-06T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,21,42.5,DEMO
TX-00000105,2026-03-07T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,19,42.5,DEMO
TX-00000106,2026-03-08T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,17,42.5,DEMO
TX-00000107,2026-03-09T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,19,42.5,DEMO
TX-00000108,2026-03-10T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,29,42.5,DEMO
TX-00000109,2026-03-11T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,14,42.5,DEMO
TX-00000110,2026-03-12T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,18,42.5,DEMO
TX-00000111,2026-03-13T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,21,42.5,DEMO
TX-00000112,2026-03-14T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,25,42.5,DEMO
TX-00000113,2026-03-14T12:00:00+00:00,WH-HAM,ELEC-1001,RECEIPT,700,36.125,DEMO
TX-00000114,2026-03-15T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,15,42.5,DEMO
TX-00000115,2026-03-16T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,17,42.5,DEMO
TX-00000116,2026-03-17T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,13,42.5,DEMO
TX-00000117,2026-03-18T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,26,42.5,DEMO
TX-00000118,2026-03-19T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,21,42.5,DEMO
TX-00000119,2026-03-20T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,30,42.5,DEMO
TX-00000120,2026-03-21T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,8,42.5,DEMO
TX-00000121,2026-03-22T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,14,42.5,DEMO
TX-00000122,2026-03-23T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,25,42.5,DEMO
TX-00000123,2026-03-24T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,13,42.5,DEMO
TX-00000124,2026-03-25T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,24,42.5,DEMO
TX-00000125,2026-03-26T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,30,42.5,DEMO
TX-00000126,2026-03-27T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,33,42.5,DEMO
TX-00000127,2026-03-28T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,22,42.5,DEMO
TX-00000128,2026-03-29T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,22,42.5,DEMO
TX-00000129,2026-03-30T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,25,42.5,DEMO
TX-00000130,2026-03-31T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,30,42.5,DEMO
TX-00000131,2026-04-01T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,23,42.5,DEMO
TX-00000132,2026-04-02T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,21,42.5,DEMO
TX-00000133,2026-04-03T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,24,42.5,DEMO
TX-00000134,2026-04-04T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,15,42.5,DEMO
TX-00000135,2026-04-05T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,17,42.5,DEMO
TX-00000136,2026-04-06T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,23,42.5,DEMO
TX-00000137,2026-04-07T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,33,42.5,DEMO
TX-00000138,2026-04-08T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,22,42.5,DEMO
TX-00000139,2026-04-09T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,30,42.5,DEMO
TX-00000140,2026-04-10T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,29,42.5,DEMO
TX-00000141,2026-04-11T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,20,42.5,DEMO
TX-00000142,2026-04-12T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,22,42.5,DEMO
TX-00000143,2026-04-13T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,18,42.5,DEMO
TX-00000144,2026-04-14T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,17,42.5,DEMO
TX-00000145,2026-04-15T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,29,42.5,DEMO
TX-00000146,2026-04-15T12:00:00+00:00,WH-HAM,ELEC-1001,RECEIPT,700,36.125,DEMO
TX-00000147,2026-04-16T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,29,42.5,DEMO
TX-00000148,2026-04-17T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,35,42.5,DEMO
TX-00000149,2026-04-18T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,20,42.5,DEMO
TX-00000150,2026-04-19T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,20,42.5,DEMO
TX-00000151,2026-04-20T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,26,42.5,DEMO
TX-00000152,2026-04-21T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,24,42.5,DEMO
TX-00000153,2026-04-22T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,25,42.5,DEMO
TX-00000154,2026-04-23T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,34,42.5,DEMO
TX-00000155,2026-04-24T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,27,42.5,DEMO
TX-00000156,2026-04-25T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,29,42.5,DEMO
TX-00000157,2026-04-26T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,31,42.5,DEMO
TX-00000158,2026-04-27T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,33,42.5,DEMO
TX-00000159,2026-04-28T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,41,42.5,DEMO
TX-00000160,2026-04-29T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,33,42.5,DEMO
TX-00000161,2026-04-30T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,29,42.5,DEMO
TX-00000162,2026-05-01T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,48,42.5,DEMO
TX-00000163,2026-05-02T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,25,42.5,DEMO
TX-00000164,2026-05-03T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,32,42.5,DEMO
TX-00000165,2026-05-04T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,34,42.5,DEMO
TX-00000166,2026-05-05T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,28,42.5,DEMO
TX-00000167,2026-05-06T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,38,42.5,DEMO
TX-00000168,2026-05-07T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,37,42.5,DEMO
TX-00000169,2026-05-07T12:00:00+00:00,WH-HAM,ELEC-1001,RECEIPT,700,36.125,DEMO
TX-00000170,2026-05-08T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,42,42.5,DEMO
TX-00000171,2026-05-09T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,18,42.5,DEMO
TX-00000172,2026-05-10T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,16,42.5,DEMO
TX-00000173,2026-05-11T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,29,42.5,DEMO
TX-00000174,2026-05-12T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,21,42.5,DEMO
TX-00000175,2026-05-13T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,27,42.5,DEMO
TX-00000176,2026-05-14T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,17,42.5,DEMO
TX-00000177,2026-05-15T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,20,42.5,DEMO
TX-00000178,2026-05-16T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,21,42.5,DEMO
TX-00000179,2026-05-17T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,20,42.5,DEMO
TX-00000180,2026-05-18T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,12,42.5,DEMO
TX-00000181,2026-05-19T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,18,42.5,DEMO
TX-00000182,2026-05-20T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,28,42.5,DEMO
TX-00000183,2026-05-21T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,31,42.5,DEMO
TX-00000184,2026-05-22T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,28,42.5,DEMO
TX-00000185,2026-05-23T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,15,42.5,DEMO
TX-00000186,2026-05-24T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,21,42.5,DEMO
TX-00000187,2026-05-25T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,17,42.5,DEMO
TX-00000188,2026-05-26T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,29,42.5,DEMO
TX-00000189,2026-05-27T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,26,42.5,DEMO
TX-00000190,2026-05-28T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,35,42.5,DEMO
TX-00000191,2026-05-29T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,26,42.5,DEMO
TX-00000192,2026-05-30T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,13,42.5,DEMO
TX-00000193,2026-05-31T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,17,42.5,DEMO
TX-00000194,2026-06-01T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,17,42.5,DEMO
TX-00000195,2026-06-02T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,21,42.5,DEMO
TX-00000196,2026-06-03T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,23,42.5,DEMO
TX-00000197,2026-06-04T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,26,42.5,DEMO
TX-00000198,2026-06-05T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,23,42.5,DEMO
TX-00000199,2026-06-06T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,19,42.5,DEMO
TX-00000200,2026-06-07T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,18,42.5,DEMO
TX-00000201,2026-06-08T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,25,42.5,DEMO
TX-00000202,2026-06-08T12:00:00+00:00,WH-HAM,ELEC-1001,RECEIPT,700,36.125,DEMO
TX-00000203,2026-06-09T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,27,42.5,DEMO
TX-00000204,2026-06-10T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,26,42.5,DEMO
TX-00000205,2026-06-11T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,29,42.5,DEMO
TX-00000206,2026-06-12T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,23,42.5,DEMO
TX-00000207,2026-06-13T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,16,42.5,DEMO
TX-00000208,2026-06-14T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,25,42.5,DEMO
TX-00000209,2026-06-15T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,24,42.5,DEMO
TX-00000210,2026-06-16T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,21,42.5,DEMO
TX-00000211,2026-06-17T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,24,42.5,DEMO
TX-00000212,2026-06-18T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,14,42.5,DEMO
TX-00000213,2026-06-19T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,21,42.5,DEMO
TX-00000214,2026-06-20T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,15,42.5,DEMO
TX-00000215,2026-06-21T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,23,42.5,DEMO
TX-00000216,2026-06-22T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,18,42.5,DEMO
TX-00000217,2026-06-23T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,17,42.5,DEMO
TX-00000218,2026-06-24T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,28,42.5,DEMO
TX-00000219,2026-06-25T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,26,42.5,DEMO
TX-00000220,2026-06-26T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,22,42.5,DEMO
TX-00000221,2026-06-27T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,18,42.5,DEMO
TX-00000222,2026-06-28T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,13,42.5,DEMO
TX-00000223,2026-06-29T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,17,42.5,DEMO
TX-00000224,2026-06-30T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,22,42.5,DEMO
TX-00000225,2026-07-01T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,27,42.5,DEMO
TX-00000226,2026-07-02T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,23,42.5,DEMO
TX-00000227,2026-07-03T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,12,42.5,DEMO
TX-00000228,2026-07-04T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,15,42.5,DEMO
TX-00000229,2026-07-05T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,19,42.5,DEMO
TX-00000230,2026-07-06T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,15,42.5,DEMO
TX-00000231,2026-07-07T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,29,42.5,DEMO
TX-00000232,2026-07-08T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,25,42.5,DEMO
TX-00000233,2026-07-09T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,27,42.5,DEMO
TX-00000234,2026-07-10T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,21,42.5,DEMO
TX-00000235,2026-07-10T12:00:00+00:00,WH-HAM,ELEC-1001,RECEIPT,700,36.125,DEMO
TX-00000236,2026-07-11T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,15,42.5,DEMO
TX-00000237,2026-07-12T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,17,42.5,DEMO
TX-00000238,2026-07-13T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,29,42.5,DEMO
TX-00000239,2026-07-14T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,31,42.5,DEMO
TX-00000240,2026-07-15T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,29,42.5,DEMO
TX-00000241,2026-07-16T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,23,42.5,DEMO
TX-00000242,2026-07-17T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,16,42.5,DEMO
TX-00000243,2026-07-18T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,24,42.5,DEMO
TX-00000244,2026-07-19T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,13,42.5,DEMO
TX-00000245,2026-07-20T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,18,42.5,DEMO
TX-00000246,2026-07-21T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,31,42.5,DEMO
TX-00000247,2026-07-22T00:00:00+00:00,WH-HAM,ELEC-1001,SALE,20,42.5,DEMO
TX-00000248,2025-11-25T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,11,88.0,DEMO
TX-00000249,2025-11-26T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000250,2025-11-27T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000251,2025-11-28T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,5,88.0,DEMO
TX-00000252,2025-11-29T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000253,2025-11-30T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,6,88.0,DEMO
TX-00000254,2025-12-01T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,9,88.0,DEMO
TX-00000255,2025-12-02T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,14,88.0,DEMO
TX-00000256,2025-12-03T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,4,88.0,DEMO
TX-00000257,2025-12-04T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,15,88.0,DEMO
