DateKey,FullDate,ProductKey,ProductID,ProductName,CategoryID,StoreKey,StoreID,StateID,ModelID,ModelName,HorizonDays,ActualDemand,ActualRevenue,ForecastDemand,LowerBound,UpperBound,ForecastRevenue,ForecastBias,ForecastConfidence
20160130,2016-01-30,3,SAMPLE_ITEM_002,SAMPLE_ITEM_002,SAMPLE_FOODS_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,7.0,0.0000,0E-7,3.271042,1.207407,5.334676,18.6776,-0.399315,0.508560
20160130,2016-01-30,3,SAMPLE_ITEM_002,SAMPLE_ITEM_002,SAMPLE_FOODS_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,7.0,0.0000,0E-7,5.249215,3.185581,7.312850,29.9730,-0.399315,0.602248
20160130,2016-01-30,4,SAMPLE_ITEM_003,SAMPLE_ITEM_003,SAMPLE_HOUSEHOLD_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,7.0,0.0000,0E-7,4.266559,2.202924,6.330193,39.8923,-0.399315,0.560640
20160130,2016-01-30,4,SAMPLE_ITEM_003,SAMPLE_ITEM_003,SAMPLE_HOUSEHOLD_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,7.0,0.0000,0E-7,3.810240,1.746605,5.873874,35.6257,-0.399315,0.538208
20160130,2016-01-30,5,SAMPLE_ITEM_004,SAMPLE_ITEM_004,SAMPLE_HOBBIES_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,7.0,0.0000,0E-7,5.005062,2.941427,7.068696,35.1355,-0.399315,0.592663
20160130,2016-01-30,5,SAMPLE_ITEM_004,SAMPLE_ITEM_004,SAMPLE_HOBBIES_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,7.0,0.0000,0E-7,5.396054,3.332420,7.459689,37.8803,-0.399315,0.607798
20160131,2016-01-31,2,SAMPLE_ITEM_001,SAMPLE_ITEM_001,SAMPLE_FOODS_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,7.0,0.0000,0E-7,4.117274,1.589848,6.644700,17.0867,-0.399315,0.503068
20160131,2016-01-31,2,SAMPLE_ITEM_001,SAMPLE_ITEM_001,SAMPLE_FOODS_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,7.0,0.0000,0E-7,4.584097,2.056671,7.111523,19.0240,-0.399315,0.524873
20160131,2016-01-31,3,SAMPLE_ITEM_002,SAMPLE_ITEM_002,SAMPLE_FOODS_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,7.0,0.0000,0E-7,6.021676,3.494250,8.549101,34.3838,-0.399315,0.581432
20160131,2016-01-31,3,SAMPLE_ITEM_002,SAMPLE_ITEM_002,SAMPLE_FOODS_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,7.0,0.0000,0E-7,5.250977,2.723551,7.778402,29.9831,-0.399315,0.552899
20160131,2016-01-31,4,SAMPLE_ITEM_003,SAMPLE_ITEM_003,SAMPLE_HOUSEHOLD_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,7.0,0.0000,0E-7,4.604518,2.077093,7.131944,43.0522,-0.399315,0.525783
20160131,2016-01-31,4,SAMPLE_ITEM_003,SAMPLE_ITEM_003,SAMPLE_HOUSEHOLD_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,7.0,0.0000,0E-7,5.607339,3.079914,8.134765,52.4286,-0.399315,0.566561
20160131,2016-01-31,5,SAMPLE_ITEM_004,SAMPLE_ITEM_004,SAMPLE_HOBBIES_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,7.0,0.0000,0E-7,5.927266,3.399840,8.454691,41.6094,-0.399315,0.578134
20160131,2016-01-31,5,SAMPLE_ITEM_004,SAMPLE_ITEM_004,SAMPLE_HOBBIES_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,7.0,0.0000,0E-7,6.226478,3.699052,8.753904,43.7099,-0.399315,0.588412
20160201,2016-02-01,2,SAMPLE_ITEM_001,SAMPLE_ITEM_001,SAMPLE_FOODS_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,7.0,0.0000,0E-7,3.153466,0.235046,6.071886,13.0869,-0.399315,0.415750
20160201,2016-02-01,2,SAMPLE_ITEM_001,SAMPLE_ITEM_001,SAMPLE_FOODS_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,7.0,0.0000,0E-7,3.696444,0.778024,6.614864,15.3402,-0.399315,0.445867
20160201,2016-02-01,3,SAMPLE_ITEM_002,SAMPLE_ITEM_002,SAMPLE_FOODS_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,7.0,0.0000,0E-7,4.399336,1.480916,7.317756,25.1202,-0.399315,0.480531
20160201,2016-02-01,3,SAMPLE_ITEM_002,SAMPLE_ITEM_002,SAMPLE_FOODS_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,7.0,0.0000,0E-7,5.137831,2.219411,8.056251,29.3370,-0.399315,0.512568
20160201,2016-02-01,4,SAMPLE_ITEM_003,SAMPLE_ITEM_003,SAMPLE_HOUSEHOLD_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,7.0,0.0000,0E-7,4.693366,1.774946,7.611786,43.8830,-0.399315,0.493778
20160201,2016-02-01,4,SAMPLE_ITEM_003,SAMPLE_ITEM_003,SAMPLE_HOUSEHOLD_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,7.0,0.0000,0E-7,4.857802,1.939382,7.776222,45.4204,-0.399315,0.500896
20160201,2016-02-01,5,SAMPLE_ITEM_004,SAMPLE_ITEM_004,SAMPLE_HOBBIES_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,7.0,0.0000,0E-7,5.790646,2.872226,8.709066,40.6503,-0.399315,0.537767
20160201,2016-02-01,5,SAMPLE_ITEM_004,SAMPLE_ITEM_004,SAMPLE_HOBBIES_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,7.0,0.0000,0E-7,5.585413,2.666993,8.503833,39.2096,-0.399315,0.530130
20160202,2016-02-02,2,SAMPLE_ITEM_001,SAMPLE_ITEM_001,SAMPLE_FOODS_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,7.0,0.0000,0E-7,3.482486,0.219594,6.745379,14.4523,-0.399315,0.407193
20160202,2016-02-02,2,SAMPLE_ITEM_001,SAMPLE_ITEM_001,SAMPLE_FOODS_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,7.0,0.0000,0E-7,3.779072,0.516180,7.041965,15.6831,-0.399315,0.422745
20160202,2016-02-02,3,SAMPLE_ITEM_002,SAMPLE_ITEM_002,SAMPLE_FOODS_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,7.0,0.0000,0E-7,5.098581,1.835689,8.361474,29.1129,-0.399315,0.483080
20160202,2016-02-02,3,SAMPLE_ITEM_002,SAMPLE_ITEM_002,SAMPLE_FOODS_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,7.0,0.0000,0E-7,5.036462,1.773570,8.299355,28.7582,-0.399315,0.480524
20160202,2016-02-02,4,SAMPLE_ITEM_003,SAMPLE_ITEM_003,SAMPLE_HOUSEHOLD_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,7.0,0.0000,0E-7,4.617103,1.354210,7.879995,43.1699,-0.399315,0.462584
20160202,2016-02-02,4,SAMPLE_ITEM_003,SAMPLE_ITEM_003,SAMPLE_HOUSEHOLD_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,7.0,0.0000,0E-7,5.062535,1.799643,8.325428,47.3347,-0.399315,0.481600
20160202,2016-02-02,5,SAMPLE_ITEM_004,SAMPLE_ITEM_004,SAMPLE_HOBBIES_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,7.0,0.0000,0E-7,6.082643,2.819750,9.345535,42.7002,-0.399315,0.520460
20160202,2016-02-02,5,SAMPLE_ITEM_004,SAMPLE_ITEM_004,SAMPLE_HOBBIES_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,7.0,0.0000,0E-7,6.008730,2.745837,9.271623,42.1813,-0.399315,0.517841
20160203,2016-02-03,2,SAMPLE_ITEM_001,SAMPLE_ITEM_001,SAMPLE_FOODS_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,7.0,0.0000,0E-7,3.921144,0.346825,7.495464,16.2727,-0.399315,0.407724
20160203,2016-02-03,2,SAMPLE_ITEM_001,SAMPLE_ITEM_001,SAMPLE_FOODS_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,7.0,0.0000,0E-7,4.128111,0.553791,7.702431,17.1317,-0.399315,0.417709
20160203,2016-02-03,3,SAMPLE_ITEM_002,SAMPLE_ITEM_002,SAMPLE_FOODS_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,7.0,0.0000,0E-7,4.318280,0.743960,7.892600,24.6574,-0.399315,0.426591
20160203,2016-02-03,3,SAMPLE_ITEM_002,SAMPLE_ITEM_002,SAMPLE_FOODS_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,7.0,0.0000,0E-7,5.143932,1.569612,8.718252,29.3719,-0.399315,0.462208
20160203,2016-02-03,4,SAMPLE_ITEM_003,SAMPLE_ITEM_003,SAMPLE_HOUSEHOLD_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,7.0,0.0000,0E-7,4.922654,1.348334,8.496974,46.0268,-0.399315,0.453104
20160203,2016-02-03,4,SAMPLE_ITEM_003,SAMPLE_ITEM_003,SAMPLE_HOUSEHOLD_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,7.0,0.0000,0E-7,4.893098,1.318778,8.467418,45.7505,-0.399315,0.451864
20160203,2016-02-03,5,SAMPLE_ITEM_004,SAMPLE_ITEM_004,SAMPLE_HOBBIES_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,7.0,0.0000,0E-7,5.504153,1.929833,9.078473,38.6392,-0.399315,0.476397
20160203,2016-02-03,5,SAMPLE_ITEM_004,SAMPLE_ITEM_004,SAMPLE_HOBBIES_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,7.0,0.0000,0E-7,5.865123,2.290803,9.439443,41.1732,-0.399315,0.489884
20160204,2016-02-04,2,SAMPLE_ITEM_001,SAMPLE_ITEM_001,SAMPLE_FOODS_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,7.0,0.0000,0E-7,3.531058,0.000000,7.391765,14.6539,-0.399315,0.380032
20160204,2016-02-04,2,SAMPLE_ITEM_001,SAMPLE_ITEM_001,SAMPLE_FOODS_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,7.0,0.0000,0E-7,2.873971,0.000000,6.734677,11.9270,-0.399315,0.365171
20160204,2016-02-04,3,SAMPLE_ITEM_002,SAMPLE_ITEM_002,SAMPLE_FOODS_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,7.0,0.0000,0E-7,5.105580,1.244874,8.966287,29.1529,-0.399315,0.441570
20160204,2016-02-04,3,SAMPLE_ITEM_002,SAMPLE_ITEM_002,SAMPLE_FOODS_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,7.0,0.0000,0E-7,5.464774,1.604067,9.325480,31.2039,-0.399315,0.455709
20160204,2016-02-04,4,SAMPLE_ITEM_003,SAMPLE_ITEM_003,SAMPLE_HOUSEHOLD_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,7.0,0.0000,0E-7,4.976126,1.115419,8.836833,46.5268,-0.399315,0.436292
20160204,2016-02-04,4,SAMPLE_ITEM_003,SAMPLE_ITEM_003,SAMPLE_HOUSEHOLD_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,7.0,0.0000,0E-7,4.689163,0.828456,8.549870,43.8437,-0.399315,0.424230
20160204,2016-02-04,5,SAMPLE_ITEM_004,SAMPLE_ITEM_004,SAMPLE_HOBBIES_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,7.0,0.0000,0E-7,5.364429,1.503722,9.225136,37.6583,-0.399315,0.451832
20160204,2016-02-04,5,SAMPLE_ITEM_004,SAMPLE_ITEM_004,SAMPLE_HOBBIES_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,7.0,0.0000,0E-7,5.558568,1.697861,9.419275,39.0211,-0.399315,0.459284
20160205,2016-02-05,2,SAMPLE_ITEM_001,SAMPLE_ITEM_001,SAMPLE_FOODS_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,30.0,0.0000,0E-7,4.346368,0.219099,8.473637,18.0374,-0.399315,0.393089
20160205,2016-02-05,2,SAMPLE_ITEM_001,SAMPLE_ITEM_001,SAMPLE_FOODS_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,30.0,0.0000,0E-7,5.367066,1.239797,9.494335,22.2733,-0.399315,0.435456
20160205,2016-02-05,3,SAMPLE_ITEM_002,SAMPLE_ITEM_002,SAMPLE_FOODS_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,30.0,0.0000,0E-7,5.176638,1.049369,9.303907,29.5586,-0.399315,0.428007
20160205,2016-02-05,3,SAMPLE_ITEM_002,SAMPLE_ITEM_002,SAMPLE_FOODS_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,30.0,0.0000,0E-7,5.860959,1.733689,9.988228,33.4661,-0.399315,0.453902
20160205,2016-02-05,4,SAMPLE_ITEM_003,SAMPLE_ITEM_003,SAMPLE_HOUSEHOLD_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,30.0,0.0000,0E-7,4.712899,0.585630,8.840168,44.0656,-0.399315,0.409016
20160205,2016-02-05,4,SAMPLE_ITEM_003,SAMPLE_ITEM_003,SAMPLE_HOUSEHOLD_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,30.0,0.0000,0E-7,5.311231,1.183962,9.438500,49.6600,-0.399315,0.433292
20160205,2016-02-05,5,SAMPLE_ITEM_004,SAMPLE_ITEM_004,SAMPLE_HOBBIES_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,30.0,0.0000,0E-7,5.871440,1.744171,9.998709,41.2175,-0.399315,0.454281
20160205,2016-02-05,5,SAMPLE_ITEM_004,SAMPLE_ITEM_004,SAMPLE_HOBBIES_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,30.0,0.0000,0E-7,6.521769,2.394499,10.649038,45.7828,-0.399315,0.476776
20160206,2016-02-06,2,SAMPLE_ITEM_001,SAMPLE_ITEM_001,SAMPLE_FOODS_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,30.0,0.0000,0E-7,3.357778,0.000000,7.735408,13.9348,-0.399315,0.360350
20160206,2016-02-06,2,SAMPLE_ITEM_001,SAMPLE_ITEM_001,SAMPLE_FOODS_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,30.0,0.0000,0E-7,3.876606,0.000000,8.254236,16.0879,-0.399315,0.371386
20160206,2016-02-06,3,SAMPLE_ITEM_002,SAMPLE_ITEM_002,SAMPLE_FOODS_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,30.0,0.0000,0E-7,4.691973,0.314343,9.069603,26.7912,-0.399315,0.393984
20160206,2016-02-06,3,SAMPLE_ITEM_002,SAMPLE_ITEM_002,SAMPLE_FOODS_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,30.0,0.0000,0E-7,5.985138,1.607508,10.362768,34.1751,-0.399315,0.443771
20160206,2016-02-06,4,SAMPLE_ITEM_003,SAMPLE_ITEM_003,SAMPLE_HOUSEHOLD_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,30.0,0.0000,0E-7,4.636640,0.259010,9.014270,43.3526,-0.399315,0.391654
20160206,2016-02-06,4,SAMPLE_ITEM_003,SAMPLE_ITEM_003,SAMPLE_HOUSEHOLD_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,30.0,0.0000,0E-7,4.830810,0.453180,9.208440,45.1681,-0.399315,0.399752
20160206,2016-02-06,5,SAMPLE_ITEM_004,SAMPLE_ITEM_004,SAMPLE_HOBBIES_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,30.0,0.0000,0E-7,5.942158,1.564528,10.319788,41.7139,-0.399315,0.442248
20160206,2016-02-06,5,SAMPLE_ITEM_004,SAMPLE_ITEM_004,SAMPLE_HOBBIES_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,30.0,0.0000,0E-7,5.920028,1.542398,10.297658,41.5586,-0.399315,0.441461
20160207,2016-02-07,2,SAMPLE_ITEM_001,SAMPLE_ITEM_001,SAMPLE_FOODS_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,30.0,0.0000,0E-7,4.877538,0.263111,9.491965,20.2418,-0.399315,0.389076
20160207,2016-02-07,2,SAMPLE_ITEM_001,SAMPLE_ITEM_001,SAMPLE_FOODS_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,30.0,0.0000,0E-7,5.119835,0.505408,9.734262,21.2473,-0.399315,0.398720
20160207,2016-02-07,3,SAMPLE_ITEM_002,SAMPLE_ITEM_002,SAMPLE_FOODS_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,30.0,0.0000,0E-7,5.617275,1.002848,10.231702,32.0746,-0.399315,0.417596
20160207,2016-02-07,3,SAMPLE_ITEM_002,SAMPLE_ITEM_002,SAMPLE_FOODS_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,30.0,0.0000,0E-7,6.653046,2.038619,11.267473,37.9889,-0.399315,0.453328
20160207,2016-02-07,4,SAMPLE_ITEM_003,SAMPLE_ITEM_003,SAMPLE_HOUSEHOLD_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,30.0,0.0000,0E-7,5.742609,1.128181,10.357036,53.6934,-0.399315,0.422166
20160207,2016-02-07,4,SAMPLE_ITEM_003,SAMPLE_ITEM_003,SAMPLE_HOUSEHOLD_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,30.0,0.0000,0E-7,6.297723,1.683296,10.912150,58.8837,-0.399315,0.441575
20160207,2016-02-07,5,SAMPLE_ITEM_004,SAMPLE_ITEM_004,SAMPLE_HOBBIES_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,30.0,0.0000,0E-7,6.863790,2.249362,11.478217,48.1838,-0.399315,0.460069
20160207,2016-02-07,5,SAMPLE_ITEM_004,SAMPLE_ITEM_004,SAMPLE_HOBBIES_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,30.0,0.0000,0E-7,7.232972,2.618545,11.847399,50.7755,-0.399315,0.471484
20160208,2016-02-08,2,SAMPLE_ITEM_001,SAMPLE_ITEM_001,SAMPLE_FOODS_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,30.0,0.0000,0E-7,3.492208,0.000000,8.331860,14.4927,-0.399315,0.350295
20160208,2016-02-08,2,SAMPLE_ITEM_001,SAMPLE_ITEM_001,SAMPLE_FOODS_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,30.0,0.0000,0E-7,3.524340,0.000000,8.363992,14.6260,-0.399315,0.351042
20160208,2016-02-08,3,SAMPLE_ITEM_002,SAMPLE_ITEM_002,SAMPLE_FOODS_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,30.0,0.0000,0E-7,5.057056,0.217404,9.896708,28.8758,-0.399315,0.384908
20160208,2016-02-08,3,SAMPLE_ITEM_002,SAMPLE_ITEM_002,SAMPLE_FOODS_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,30.0,0.0000,0E-7,5.530072,0.690420,10.369724,31.5767,-0.399315,0.402858
20160208,2016-02-08,4,SAMPLE_ITEM_003,SAMPLE_ITEM_003,SAMPLE_HOUSEHOLD_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,30.0,0.0000,0E-7,5.037493,0.197841,9.877145,47.1006,-0.399315,0.384143
20160208,2016-02-08,4,SAMPLE_ITEM_003,SAMPLE_ITEM_003,SAMPLE_HOUSEHOLD_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,30.0,0.0000,0E-7,5.719767,0.880115,10.559419,53.4798,-0.399315,0.409765
20160208,2016-02-08,5,SAMPLE_ITEM_004,SAMPLE_ITEM_004,SAMPLE_HOBBIES_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,30.0,0.0000,0E-7,5.722812,0.883160,10.562464,40.1741,-0.399315,0.409875
20160208,2016-02-08,5,SAMPLE_ITEM_004,SAMPLE_ITEM_004,SAMPLE_HOBBIES_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,30.0,0.0000,0E-7,5.887252,1.047600,10.726904,41.3285,-0.399315,0.415732
20160209,2016-02-09,2,SAMPLE_ITEM_001,SAMPLE_ITEM_001,SAMPLE_FOODS_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,30.0,0.0000,0E-7,4.064371,0.000000,9.119223,16.8671,-0.399315,0.357058
20160209,2016-02-09,2,SAMPLE_ITEM_001,SAMPLE_ITEM_001,SAMPLE_FOODS_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,30.0,0.0000,0E-7,4.235478,0.000000,9.290330,17.5772,-0.399315,0.360426
20160209,2016-02-09,3,SAMPLE_ITEM_002,SAMPLE_ITEM_002,SAMPLE_FOODS_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,30.0,0.0000,0E-7,5.063566,0.008715,10.118418,28.9130,-0.399315,0.374913
20160209,2016-02-09,3,SAMPLE_ITEM_002,SAMPLE_ITEM_002,SAMPLE_FOODS_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,30.0,0.0000,0E-7,5.642462,0.587610,10.697313,32.2185,-0.399315,0.396514
20160209,2016-02-09,4,SAMPLE_ITEM_003,SAMPLE_ITEM_003,SAMPLE_HOUSEHOLD_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,30.0,0.0000,0E-7,4.748413,0.000000,9.803265,44.3977,-0.399315,0.369633
20160209,2016-02-09,4,SAMPLE_ITEM_003,SAMPLE_ITEM_003,SAMPLE_HOUSEHOLD_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,30.0,0.0000,0E-7,5.391593,0.336742,10.446445,50.4114,-0.399315,0.387339
20160209,2016-02-09,5,SAMPLE_ITEM_004,SAMPLE_ITEM_004,SAMPLE_HOBBIES_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,30.0,0.0000,0E-7,5.444040,0.389189,10.498892,38.2172,-0.399315,0.389280
20160209,2016-02-09,5,SAMPLE_ITEM_004,SAMPLE_ITEM_004,SAMPLE_HOBBIES_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,30.0,0.0000,0E-7,5.626821,0.571969,10.681673,39.5003,-0.399315,0.395950
20160210,2016-02-10,2,SAMPLE_ITEM_001,SAMPLE_ITEM_001,SAMPLE_FOODS_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,30.0,0.0000,0E-7,2.841101,0.000000,8.102358,11.7906,-0.399315,0.321607
20160210,2016-02-10,2,SAMPLE_ITEM_001,SAMPLE_ITEM_001,SAMPLE_FOODS_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,30.0,0.0000,0E-7,3.031623,0.000000,8.292880,12.5812,-0.399315,0.327123
20160210,2016-02-10,3,SAMPLE_ITEM_002,SAMPLE_ITEM_002,SAMPLE_FOODS_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,30.0,0.0000,0E-7,5.971872,0.710616,11.233129,34.0994,-0.399315,0.398521
20160210,2016-02-10,3,SAMPLE_ITEM_002,SAMPLE_ITEM_002,SAMPLE_FOODS_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,30.0,0.0000,0E-7,5.720338,0.459082,10.981595,32.6631,-0.399315,0.389746
20160210,2016-02-10,4,SAMPLE_ITEM_003,SAMPLE_ITEM_003,SAMPLE_HOUSEHOLD_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,30.0,0.0000,0E-7,4.622969,0.000000,9.884226,43.2248,-0.399315,0.362604
20160210,2016-02-10,4,SAMPLE_ITEM_003,SAMPLE_ITEM_003,SAMPLE_HOUSEHOLD_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,30.0,0.0000,0E-7,5.714345,0.453089,10.975601,53.4291,-0.399315,0.389534
20160210,2016-02-10,5,SAMPLE_ITEM_004,SAMPLE_ITEM_004,SAMPLE_HOBBIES_1,2,SAMPLE_CA_1,CA,XGBOOST,XGBoost,30.0,0.0000,0E-7,5.559356,0.298099,10.820612,39.0267,-0.399315,0.383995
20160210,2016-02-10,5,SAMPLE_ITEM_004,SAMPLE_ITEM_004,SAMPLE_HOBBIES_1,3,SAMPLE_TX_1,TX,XGBOOST,XGBoost,30.0,0.0000,0E-7,5.838096,0.576839,11.099352,40.9834,-0.399315,0.393886
