DateKey,FullDate,ScenarioID,ScenarioName,ScenarioType,ParameterName,BaselineValue,ScenarioValue,ProductID,WarehouseID,BaselineDemand,ScenarioDemand,BaselineRevenue,ScenarioRevenue,BaselineInventory,ScenarioInventory,BaselineStockoutProbability,ScenarioStockoutProbability,BaselineOrderQuantity,ScenarioOrderQuantity,BaselinePurchaseCost,ScenarioPurchaseCost,BaselineTransportationCost,ScenarioTransportationCost,BaselineHoldingCost,ScenarioHoldingCost,BaselineTotalCost,ScenarioTotalCost,BaselineProfit,ScenarioProfit,BaselineRevenueProtected,ScenarioRevenueProtected,RevenueProtected
20160128,2016-01-28,demand_up,Demand Increase 20 Percent,DEMAND_CHANGE,demand_multiplier,1.000000,1.200000,SAMPLE_ITEM_001,SYN_WH_04,44.697383,53.636860,182.0461,218.4553,0.000000,0.000000,1.000000,1.000000,46.000000,55.200000,96.6414,115.9697,119.7055,119.7055,3.0514,3.6617,219.3983,239.3369,-37.3522,-20.8816,184.6580,221.5896,221.5896
20160128,2016-01-28,demand_up,Demand Increase 20 Percent,DEMAND_CHANGE,demand_multiplier,1.000000,1.200000,SAMPLE_ITEM_001,SYN_WH_05,44.697383,53.636860,182.0461,218.4553,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,182.0461,218.4553,0.0000,0.0000,0.0000
20160128,2016-01-28,demand_up,Demand Increase 20 Percent,DEMAND_CHANGE,demand_multiplier,1.000000,1.200000,SAMPLE_ITEM_002,SYN_WH_01,61.673725,74.008470,345.4610,414.5532,133.000000,133.000000,0.000000,0.100000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,345.4610,414.5532,0.0000,0.0000,0.0000
20160128,2016-01-28,demand_up,Demand Increase 20 Percent,DEMAND_CHANGE,demand_multiplier,1.000000,1.200000,SAMPLE_ITEM_002,SYN_WH_02,61.673725,74.008470,345.4610,414.5532,51.000000,51.000000,0.000000,0.100000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,345.4610,414.5532,0.0000,0.0000,0.0000
20160128,2016-01-28,demand_up,Demand Increase 20 Percent,DEMAND_CHANGE,demand_multiplier,1.000000,1.200000,SAMPLE_ITEM_002,SYN_WH_03,61.673725,74.008470,345.4610,414.5532,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,345.4610,414.5532,0.0000,0.0000,0.0000
20160128,2016-01-28,demand_up,Demand Increase 20 Percent,DEMAND_CHANGE,demand_multiplier,1.000000,1.200000,SAMPLE_ITEM_002,SYN_WH_04,61.673725,74.008470,345.4610,414.5532,0.000000,0.000000,1.000000,1.000000,63.000000,75.600000,162.6219,195.1463,133.0404,133.0404,3.6874,4.4249,299.3497,332.6116,46.1113,81.9416,349.8042,419.7650,419.7650
20160128,2016-01-28,demand_up,Demand Increase 20 Percent,DEMAND_CHANGE,demand_multiplier,1.000000,1.200000,SAMPLE_ITEM_002,SYN_WH_05,61.673725,74.008470,345.4610,414.5532,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,345.4610,414.5532,0.0000,0.0000,0.0000
20160128,2016-01-28,demand_up,Demand Increase 20 Percent,DEMAND_CHANGE,demand_multiplier,1.000000,1.200000,SAMPLE_ITEM_003,SYN_WH_01,57.738348,69.286018,529.8318,635.7982,143.000000,143.000000,0.000000,0.100000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,529.8318,635.7982,0.0000,0.0000,0.0000
20160128,2016-01-28,demand_up,Demand Increase 20 Percent,DEMAND_CHANGE,demand_multiplier,1.000000,1.200000,SAMPLE_ITEM_003,SYN_WH_02,57.738348,69.286018,529.8318,635.7982,59.000000,59.000000,0.000000,0.100000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,529.8318,635.7982,0.0000,0.0000,0.0000
20160128,2016-01-28,demand_up,Demand Increase 20 Percent,DEMAND_CHANGE,demand_multiplier,1.000000,1.200000,SAMPLE_ITEM_003,SYN_WH_03,57.738348,69.286018,529.8318,635.7982,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,529.8318,635.7982,0.0000,0.0000,0.0000
20160128,2016-01-28,demand_up,Demand Increase 20 Percent,DEMAND_CHANGE,demand_multiplier,1.000000,1.200000,SAMPLE_ITEM_003,SYN_WH_04,57.738348,69.286018,529.8318,635.7982,0.000000,0.000000,1.000000,1.000000,59.000000,70.800000,221.1025,265.3230,190.3982,190.3982,2.3022,2.7626,413.8029,458.4838,116.0289,177.3144,536.2549,643.5059,643.5059
20160128,2016-01-28,demand_up,Demand Increase 20 Percent,DEMAND_CHANGE,demand_multiplier,1.000000,1.200000,SAMPLE_ITEM_003,SYN_WH_05,57.738348,69.286018,529.8318,635.7982,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,529.8318,635.7982,0.0000,0.0000,0.0000
20160128,2016-01-28,demand_up,Demand Increase 20 Percent,DEMAND_CHANGE,demand_multiplier,1.000000,1.200000,SAMPLE_ITEM_004,SYN_WH_01,67.531391,81.037669,465.1948,558.2338,191.000000,191.000000,0.000000,0.100000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,465.1948,558.2338,0.0000,0.0000,0.0000
20160128,2016-01-28,demand_up,Demand Increase 20 Percent,DEMAND_CHANGE,demand_multiplier,1.000000,1.200000,SAMPLE_ITEM_004,SYN_WH_02,67.531391,81.037669,465.1948,558.2338,73.000000,73.000000,0.000000,0.100000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,465.1948,558.2338,0.0000,0.0000,0.0000
20160128,2016-01-28,demand_up,Demand Increase 20 Percent,DEMAND_CHANGE,demand_multiplier,1.000000,1.200000,SAMPLE_ITEM_004,SYN_WH_03,67.531391,81.037669,465.1948,558.2338,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,465.1948,558.2338,0.0000,0.0000,0.0000
20160128,2016-01-28,demand_up,Demand Increase 20 Percent,DEMAND_CHANGE,demand_multiplier,1.000000,1.200000,SAMPLE_ITEM_004,SYN_WH_04,67.531391,81.037669,465.1948,558.2338,0.000000,0.000000,1.000000,1.000000,69.000000,82.800000,298.0248,357.6298,179.4497,179.4497,2.6924,3.2309,480.1669,540.3103,-14.9721,17.9234,469.4741,563.3689,563.3689
20160128,2016-01-28,demand_up,Demand Increase 20 Percent,DEMAND_CHANGE,demand_multiplier,1.000000,1.200000,SAMPLE_ITEM_004,SYN_WH_05,67.531391,81.037669,465.1948,558.2338,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,465.1948,558.2338,0.0000,0.0000,0.0000
20160128,2016-01-28,supplier_delay,Supplier Delay Five Days,SUPPLIER_DELAY,additional_delay_days,0.000000,5.000000,SAMPLE_ITEM_001,SYN_WH_01,44.697383,44.697383,182.0461,182.0461,60.000000,60.000000,0.000000,0.150000,0.000000,7.449564,0.0000,0.0000,0.0000,0.0000,0.0000,0.3725,0.0000,0.3725,182.0461,181.6736,0.0000,0.0000,0.0000
20160128,2016-01-28,supplier_delay,Supplier Delay Five Days,SUPPLIER_DELAY,additional_delay_days,0.000000,5.000000,SAMPLE_ITEM_001,SYN_WH_02,44.697383,44.697383,182.0461,182.0461,15.000000,15.000000,0.000000,0.150000,0.000000,7.449564,0.0000,0.0000,0.0000,0.0000,0.0000,0.3725,0.0000,0.3725,182.0461,181.6736,0.0000,0.0000,0.0000
20160128,2016-01-28,supplier_delay,Supplier Delay Five Days,SUPPLIER_DELAY,additional_delay_days,0.000000,5.000000,SAMPLE_ITEM_001,SYN_WH_03,44.697383,44.697383,182.0461,182.0461,0.000000,0.000000,0.000000,0.150000,0.000000,7.449564,0.0000,0.0000,0.0000,0.0000,0.0000,0.3725,0.0000,0.3725,182.0461,181.6736,0.0000,0.0000,0.0000
20160128,2016-01-28,supplier_delay,Supplier Delay Five Days,SUPPLIER_DELAY,additional_delay_days,0.000000,5.000000,SAMPLE_ITEM_001,SYN_WH_04,44.697383,44.697383,182.0461,182.0461,0.000000,0.000000,1.000000,1.000000,46.000000,53.449564,96.6414,96.6414,119.7055,119.7055,3.0514,5.7239,219.3983,222.0708,-37.3522,-40.0247,184.6580,214.5628,214.5628
20160128,2016-01-28,supplier_delay,Supplier Delay Five Days,SUPPLIER_DELAY,additional_delay_days,0.000000,5.000000,SAMPLE_ITEM_001,SYN_WH_05,44.697383,44.697383,182.0461,182.0461,0.000000,0.000000,0.000000,0.150000,0.000000,7.449564,0.0000,0.0000,0.0000,0.0000,0.0000,0.3725,0.0000,0.3725,182.0461,181.6736,0.0000,0.0000,0.0000
20160128,2016-01-28,supplier_delay,Supplier Delay Five Days,SUPPLIER_DELAY,additional_delay_days,0.000000,5.000000,SAMPLE_ITEM_002,SYN_WH_01,61.673725,61.673725,345.4610,345.4610,133.000000,133.000000,0.000000,0.150000,0.000000,10.278954,0.0000,0.0000,0.0000,0.0000,0.0000,0.5139,0.0000,0.5139,345.4610,344.9470,0.0000,0.0000,0.0000
20160128,2016-01-28,supplier_delay,Supplier Delay Five Days,SUPPLIER_DELAY,additional_delay_days,0.000000,5.000000,SAMPLE_ITEM_002,SYN_WH_02,61.673725,61.673725,345.4610,345.4610,51.000000,51.000000,0.000000,0.150000,0.000000,10.278954,0.0000,0.0000,0.0000,0.0000,0.0000,0.5139,0.0000,0.5139,345.4610,344.9470,0.0000,0.0000,0.0000
20160128,2016-01-28,supplier_delay,Supplier Delay Five Days,SUPPLIER_DELAY,additional_delay_days,0.000000,5.000000,SAMPLE_ITEM_002,SYN_WH_03,61.673725,61.673725,345.4610,345.4610,0.000000,0.000000,0.000000,0.150000,0.000000,10.278954,0.0000,0.0000,0.0000,0.0000,0.0000,0.5139,0.0000,0.5139,345.4610,344.9470,0.0000,0.0000,0.0000
20160128,2016-01-28,supplier_delay,Supplier Delay Five Days,SUPPLIER_DELAY,additional_delay_days,0.000000,5.000000,SAMPLE_ITEM_002,SYN_WH_04,61.673725,61.673725,345.4610,345.4610,0.000000,0.000000,1.000000,1.000000,63.000000,73.278954,162.6219,162.6219,133.0404,133.0404,3.6874,7.3513,299.3497,303.0136,46.1113,42.4473,349.8042,406.8776,406.8776
20160128,2016-01-28,supplier_delay,Supplier Delay Five Days,SUPPLIER_DELAY,additional_delay_days,0.000000,5.000000,SAMPLE_ITEM_002,SYN_WH_05,61.673725,61.673725,345.4610,345.4610,0.000000,0.000000,0.000000,0.150000,0.000000,10.278954,0.0000,0.0000,0.0000,0.0000,0.0000,0.5139,0.0000,0.5139,345.4610,344.9470,0.0000,0.0000,0.0000
20160128,2016-01-28,supplier_delay,Supplier Delay Five Days,SUPPLIER_DELAY,additional_delay_days,0.000000,5.000000,SAMPLE_ITEM_003,SYN_WH_01,57.738348,57.738348,529.8318,529.8318,143.000000,143.000000,0.000000,0.150000,0.000000,9.623058,0.0000,0.0000,0.0000,0.0000,0.0000,0.4812,0.0000,0.4812,529.8318,529.3507,0.0000,0.0000,0.0000
20160128,2016-01-28,supplier_delay,Supplier Delay Five Days,SUPPLIER_DELAY,additional_delay_days,0.000000,5.000000,SAMPLE_ITEM_003,SYN_WH_02,57.738348,57.738348,529.8318,529.8318,59.000000,59.000000,0.000000,0.150000,0.000000,9.623058,0.0000,0.0000,0.0000,0.0000,0.0000,0.4812,0.0000,0.4812,529.8318,529.3507,0.0000,0.0000,0.0000
20160128,2016-01-28,supplier_delay,Supplier Delay Five Days,SUPPLIER_DELAY,additional_delay_days,0.000000,5.000000,SAMPLE_ITEM_003,SYN_WH_03,57.738348,57.738348,529.8318,529.8318,0.000000,0.000000,0.000000,0.150000,0.000000,9.623058,0.0000,0.0000,0.0000,0.0000,0.0000,0.4812,0.0000,0.4812,529.8318,529.3507,0.0000,0.0000,0.0000
20160128,2016-01-28,supplier_delay,Supplier Delay Five Days,SUPPLIER_DELAY,additional_delay_days,0.000000,5.000000,SAMPLE_ITEM_003,SYN_WH_04,57.738348,57.738348,529.8318,529.8318,0.000000,0.000000,1.000000,1.000000,59.000000,68.623058,221.1025,221.1025,190.3982,190.3982,2.3022,5.7334,413.8029,417.2341,116.0289,112.5978,536.2549,623.7195,623.7195
20160128,2016-01-28,supplier_delay,Supplier Delay Five Days,SUPPLIER_DELAY,additional_delay_days,0.000000,5.000000,SAMPLE_ITEM_003,SYN_WH_05,57.738348,57.738348,529.8318,529.8318,0.000000,0.000000,0.000000,0.150000,0.000000,9.623058,0.0000,0.0000,0.0000,0.0000,0.0000,0.4812,0.0000,0.4812,529.8318,529.3507,0.0000,0.0000,0.0000
20160128,2016-01-28,supplier_delay,Supplier Delay Five Days,SUPPLIER_DELAY,additional_delay_days,0.000000,5.000000,SAMPLE_ITEM_004,SYN_WH_01,67.531391,67.531391,465.1948,465.1948,191.000000,191.000000,0.000000,0.150000,0.000000,11.255232,0.0000,0.0000,0.0000,0.0000,0.0000,0.5628,0.0000,0.5628,465.1948,464.6320,0.0000,0.0000,0.0000
20160128,2016-01-28,supplier_delay,Supplier Delay Five Days,SUPPLIER_DELAY,additional_delay_days,0.000000,5.000000,SAMPLE_ITEM_004,SYN_WH_02,67.531391,67.531391,465.1948,465.1948,73.000000,73.000000,0.000000,0.150000,0.000000,11.255232,0.0000,0.0000,0.0000,0.0000,0.0000,0.5628,0.0000,0.5628,465.1948,464.6320,0.0000,0.0000,0.0000
20160128,2016-01-28,supplier_delay,Supplier Delay Five Days,SUPPLIER_DELAY,additional_delay_days,0.000000,5.000000,SAMPLE_ITEM_004,SYN_WH_03,67.531391,67.531391,465.1948,465.1948,0.000000,0.000000,0.000000,0.150000,0.000000,11.255232,0.0000,0.0000,0.0000,0.0000,0.0000,0.5628,0.0000,0.5628,465.1948,464.6320,0.0000,0.0000,0.0000
20160128,2016-01-28,supplier_delay,Supplier Delay Five Days,SUPPLIER_DELAY,additional_delay_days,0.000000,5.000000,SAMPLE_ITEM_004,SYN_WH_04,67.531391,67.531391,465.1948,465.1948,0.000000,0.000000,1.000000,1.000000,69.000000,80.255232,298.0248,298.0248,179.4497,179.4497,2.6924,6.7052,480.1669,484.1797,-14.9721,-18.9849,469.4741,546.0544,546.0544
20160128,2016-01-28,supplier_delay,Supplier Delay Five Days,SUPPLIER_DELAY,additional_delay_days,0.000000,5.000000,SAMPLE_ITEM_004,SYN_WH_05,67.531391,67.531391,465.1948,465.1948,0.000000,0.000000,0.000000,0.150000,0.000000,11.255232,0.0000,0.0000,0.0000,0.0000,0.0000,0.5628,0.0000,0.5628,465.1948,464.6320,0.0000,0.0000,0.0000
20160128,2016-01-28,supplier_capacity,Supplier Capacity Reduction 30 Percent,SUPPLIER_CAPACITY,capacity_multiplier,1.000000,0.700000,SAMPLE_ITEM_001,SYN_WH_01,44.697383,44.697383,182.0461,182.0461,60.000000,60.000000,0.000000,0.180000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,182.0461,182.0461,0.0000,0.0000,0.0000
20160128,2016-01-28,supplier_capacity,Supplier Capacity Reduction 30 Percent,SUPPLIER_CAPACITY,capacity_multiplier,1.000000,0.700000,SAMPLE_ITEM_001,SYN_WH_02,44.697383,44.697383,182.0461,182.0461,15.000000,15.000000,0.000000,0.180000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,182.0461,182.0461,0.0000,0.0000,0.0000
20160128,2016-01-28,supplier_capacity,Supplier Capacity Reduction 30 Percent,SUPPLIER_CAPACITY,capacity_multiplier,1.000000,0.700000,SAMPLE_ITEM_001,SYN_WH_03,44.697383,44.697383,182.0461,182.0461,0.000000,0.000000,0.000000,0.180000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,182.0461,182.0461,0.0000,0.0000,0.0000
20160128,2016-01-28,supplier_capacity,Supplier Capacity Reduction 30 Percent,SUPPLIER_CAPACITY,capacity_multiplier,1.000000,0.700000,SAMPLE_ITEM_001,SYN_WH_04,44.697383,44.697383,182.0461,182.0461,0.000000,0.000000,1.000000,1.000000,46.000000,32.200000,96.6414,67.6490,119.7055,83.7938,3.0514,2.1360,219.3983,153.5788,-37.3522,28.4672,184.6580,129.2606,129.2606
20160128,2016-01-28,supplier_capacity,Supplier Capacity Reduction 30 Percent,SUPPLIER_CAPACITY,capacity_multiplier,1.000000,0.700000,SAMPLE_ITEM_001,SYN_WH_05,44.697383,44.697383,182.0461,182.0461,0.000000,0.000000,0.000000,0.180000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,182.0461,182.0461,0.0000,0.0000,0.0000
20160128,2016-01-28,supplier_capacity,Supplier Capacity Reduction 30 Percent,SUPPLIER_CAPACITY,capacity_multiplier,1.000000,0.700000,SAMPLE_ITEM_002,SYN_WH_01,61.673725,61.673725,345.4610,345.4610,133.000000,133.000000,0.000000,0.180000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,345.4610,345.4610,0.0000,0.0000,0.0000
20160128,2016-01-28,supplier_capacity,Supplier Capacity Reduction 30 Percent,SUPPLIER_CAPACITY,capacity_multiplier,1.000000,0.700000,SAMPLE_ITEM_002,SYN_WH_02,61.673725,61.673725,345.4610,345.4610,51.000000,51.000000,0.000000,0.180000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,345.4610,345.4610,0.0000,0.0000,0.0000
