ForecastID,TargetDate,ProductID,StoreID,ModelName,FeatureName,FeatureValue,ShapValue,AbsoluteImpact,Direction,ContributionRank,ExplanationText
CD515A45-76C4-5BA3-8E17-1E588ED8FCAA,2016-01-31,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_week,6,0.45456976,0.45456976,POSITIVE,2,The day of week (6) increased the forecast by 0.455 units relative to the model baseline.
CD515A45-76C4-5BA3-8E17-1E588ED8FCAA,2016-01-31,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,31,-0.44629100,0.44629100,NEGATIVE,3,Day of month (31) decreased the forecast by 0.446 units relative to the model baseline.
CD515A45-76C4-5BA3-8E17-1E588ED8FCAA,2016-01-31,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.40127403,0.40127403,NEGATIVE,4,Current stock (76.0) decreased the forecast by 0.401 units relative to the model baseline.
CD515A45-76C4-5BA3-8E17-1E588ED8FCAA,2016-01-31,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,2.707925626209804,-0.37677738,0.37677738,NEGATIVE,5,The recent seven-day demand average (2.707925626209804) decreased the forecast by 0.377 units relative to the model baseline.
6ECEF6BE-B391-5B3B-8511-126ABA95813C,2016-02-01,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,26.50358896649436,-1.14516497,1.14516497,NEGATIVE,1,Days of supply (26.50358896649436) decreased the forecast by 1.145 units relative to the model baseline.
6ECEF6BE-B391-5B3B-8511-126ABA95813C,2016-02-01,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,1,0.66774678,0.66774678,POSITIVE,2,Day of month (1) increased the forecast by 0.668 units relative to the model baseline.
6ECEF6BE-B391-5B3B-8511-126ABA95813C,2016-02-01,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,2.8675361701420377,-0.54797232,0.54797232,NEGATIVE,3,The recent seven-day demand average (2.8675361701420377) decreased the forecast by 0.548 units relative to the model baseline.
6ECEF6BE-B391-5B3B-8511-126ABA95813C,2016-02-01,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_1,4.117273807525635,-0.46443334,0.46443334,NEGATIVE,4,Yesterday's demand (4.117273807525635) decreased the forecast by 0.464 units relative to the model baseline.
6ECEF6BE-B391-5B3B-8511-126ABA95813C,2016-02-01,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.40931168,0.40931168,NEGATIVE,5,Current stock (76.0) decreased the forecast by 0.409 units relative to the model baseline.
4F2828D3-7038-5B66-9DBD-120FE76898D0,2016-02-02,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,26.30249295708604,-1.10717559,1.10717559,NEGATIVE,1,Days of supply (26.30249295708604) decreased the forecast by 1.107 units relative to the model baseline.
4F2828D3-7038-5B66-9DBD-120FE76898D0,2016-02-02,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,2,0.65849370,0.65849370,POSITIVE,2,Day of month (2) increased the forecast by 0.658 units relative to the model baseline.
4F2828D3-7038-5B66-9DBD-120FE76898D0,2016-02-02,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_14,0.0,-0.51410872,0.51410872,NEGATIVE,3,Demand fourteen days ago (0.0) decreased the forecast by 0.514 units relative to the model baseline.
4F2828D3-7038-5B66-9DBD-120FE76898D0,2016-02-02,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,2.889459950583322,-0.43816659,0.43816659,NEGATIVE,4,The recent seven-day demand average (2.889459950583322) decreased the forecast by 0.438 units relative to the model baseline.
4F2828D3-7038-5B66-9DBD-120FE76898D0,2016-02-02,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.31972748,0.31972748,NEGATIVE,5,Current stock (76.0) decreased the forecast by 0.320 units relative to the model baseline.
4C389789-FD96-5BA5-B34B-F24F36629F6D,2016-02-03,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,26.993147223498067,-1.12012672,1.12012672,NEGATIVE,1,Days of supply (26.993147223498067) decreased the forecast by 1.120 units relative to the model baseline.
4C389789-FD96-5BA5-B34B-F24F36629F6D,2016-02-03,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,3,0.66509193,0.66509193,POSITIVE,2,Day of month (3) increased the forecast by 0.665 units relative to the model baseline.
4C389789-FD96-5BA5-B34B-F24F36629F6D,2016-02-03,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,2.8155294145856584,-0.47611043,0.47611043,NEGATIVE,3,The recent seven-day demand average (2.8155294145856584) decreased the forecast by 0.476 units relative to the model baseline.
4C389789-FD96-5BA5-B34B-F24F36629F6D,2016-02-03,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.33406740,0.33406740,NEGATIVE,4,Current stock (76.0) decreased the forecast by 0.334 units relative to the model baseline.
4C389789-FD96-5BA5-B34B-F24F36629F6D,2016-02-03,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_1,3.4824862480163574,0.25655597,0.25655597,POSITIVE,5,Yesterday's demand (3.4824862480163574) increased the forecast by 0.257 units relative to the model baseline.
AD0F8134-3538-59B3-AF30-934DB27C0BA4,2016-02-04,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,24.595639381104736,-1.08907783,1.08907783,NEGATIVE,1,Days of supply (24.595639381104736) decreased the forecast by 1.089 units relative to the model baseline.
AD0F8134-3538-59B3-AF30-934DB27C0BA4,2016-02-04,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,4,0.69354463,0.69354463,POSITIVE,2,Day of month (4) increased the forecast by 0.694 units relative to the model baseline.
AD0F8134-3538-59B3-AF30-934DB27C0BA4,2016-02-04,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_14,1.0,-0.48763591,0.48763591,NEGATIVE,3,Demand fourteen days ago (1.0) decreased the forecast by 0.488 units relative to the model baseline.
AD0F8134-3538-59B3-AF30-934DB27C0BA4,2016-02-04,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.0899786267961775,-0.45013538,0.45013538,NEGATIVE,4,The recent seven-day demand average (3.0899786267961775) decreased the forecast by 0.450 units relative to the model baseline.
AD0F8134-3538-59B3-AF30-934DB27C0BA4,2016-02-04,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.42664939,0.42664939,NEGATIVE,5,Current stock (76.0) decreased the forecast by 0.427 units relative to the model baseline.
645E33BD-EC7B-56E8-AEA6-E55CFF55C18B,2016-02-05,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,21.143910635528492,-1.11464953,1.11464953,NEGATIVE,1,Days of supply (21.143910635528492) decreased the forecast by 1.115 units relative to the model baseline.
645E33BD-EC7B-56E8-AEA6-E55CFF55C18B,2016-02-05,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,5,0.64375710,0.64375710,POSITIVE,2,Day of month (5) increased the forecast by 0.644 units relative to the model baseline.
645E33BD-EC7B-56E8-AEA6-E55CFF55C18B,2016-02-05,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.5944154943738664,-0.42671475,0.42671475,NEGATIVE,3,The recent seven-day demand average (3.5944154943738664) decreased the forecast by 0.427 units relative to the model baseline.
645E33BD-EC7B-56E8-AEA6-E55CFF55C18B,2016-02-05,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.33639678,0.33639678,NEGATIVE,4,Current stock (76.0) decreased the forecast by 0.336 units relative to the model baseline.
645E33BD-EC7B-56E8-AEA6-E55CFF55C18B,2016-02-05,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_1,3.5310580730438232,0.26388937,0.26388937,POSITIVE,5,Yesterday's demand (3.5310580730438232) increased the forecast by 0.264 units relative to the model baseline.
F532CA6A-C893-5BDA-9607-7157879CD788,2016-02-06,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,20.811858618763285,-1.23443043,1.23443043,NEGATIVE,1,Days of supply (20.811858618763285) decreased the forecast by 1.234 units relative to the model baseline.
F532CA6A-C893-5BDA-9607-7157879CD788,2016-02-06,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,6,0.65114123,0.65114123,POSITIVE,2,Day of month (6) increased the forecast by 0.651 units relative to the model baseline.
F532CA6A-C893-5BDA-9607-7157879CD788,2016-02-06,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.6517641884940013,-0.61585313,0.61585313,NEGATIVE,3,The recent seven-day demand average (3.6517641884940013) decreased the forecast by 0.616 units relative to the model baseline.
F532CA6A-C893-5BDA-9607-7157879CD788,2016-02-06,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_1,4.346368312835693,-0.41864169,0.41864169,NEGATIVE,4,Yesterday's demand (4.346368312835693) decreased the forecast by 0.419 units relative to the model baseline.
F532CA6A-C893-5BDA-9607-7157879CD788,2016-02-06,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.37389675,0.37389675,NEGATIVE,5,Current stock (76.0) decreased the forecast by 0.374 units relative to the model baseline.
6D67B793-AE47-5C3A-A37C-265D7CF96799,2016-02-07,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,20.53294970286632,-0.97767597,0.97767597,NEGATIVE,1,Days of supply (20.53294970286632) decreased the forecast by 0.978 units relative to the model baseline.
6D67B793-AE47-5C3A-A37C-265D7CF96799,2016-02-07,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,7,0.59009826,0.59009826,POSITIVE,2,Day of month (7) increased the forecast by 0.590 units relative to the model baseline.
6D67B793-AE47-5C3A-A37C-265D7CF96799,2016-02-07,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.40986419,0.40986419,NEGATIVE,3,Current stock (76.0) decreased the forecast by 0.410 units relative to the model baseline.
6D67B793-AE47-5C3A-A37C-265D7CF96799,2016-02-07,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.7013678550720215,-0.39736140,0.39736140,NEGATIVE,4,The recent seven-day demand average (3.7013678550720215) decreased the forecast by 0.397 units relative to the model baseline.
6D67B793-AE47-5C3A-A37C-265D7CF96799,2016-02-07,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_week,6,0.39460540,0.39460540,POSITIVE,5,The day of week (6) increased the forecast by 0.395 units relative to the model baseline.
A3D51976-E11B-5DEF-91F4-A6E1ABEC2939,2016-02-08,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,19.947627051230143,-1.13441920,1.13441920,NEGATIVE,1,Days of supply (19.947627051230143) decreased the forecast by 1.134 units relative to the model baseline.
A3D51976-E11B-5DEF-91F4-A6E1ABEC2939,2016-02-08,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,8,0.63394409,0.63394409,POSITIVE,2,Day of month (8) increased the forecast by 0.634 units relative to the model baseline.
A3D51976-E11B-5DEF-91F4-A6E1ABEC2939,2016-02-08,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.8099769864763533,-0.55219138,0.55219138,NEGATIVE,3,The recent seven-day demand average (3.8099769864763533) decreased the forecast by 0.552 units relative to the model baseline.
A3D51976-E11B-5DEF-91F4-A6E1ABEC2939,2016-02-08,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_1,4.877537727355957,-0.44410279,0.44410279,NEGATIVE,4,Yesterday's demand (4.877537727355957) decreased the forecast by 0.444 units relative to the model baseline.
A3D51976-E11B-5DEF-91F4-A6E1ABEC2939,2016-02-08,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.40931168,0.40931168,NEGATIVE,5,Current stock (76.0) decreased the forecast by 0.409 units relative to the model baseline.
9592F44A-7632-5D60-B6DD-08944EA00FA9,2016-02-09,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,19.69744414206095,-1.09893215,1.09893215,NEGATIVE,1,Days of supply (19.69744414206095) decreased the forecast by 1.099 units relative to the model baseline.
9592F44A-7632-5D60-B6DD-08944EA00FA9,2016-02-09,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,9,0.62848735,0.62848735,POSITIVE,2,Day of month (9) increased the forecast by 0.628 units relative to the model baseline.
9592F44A-7632-5D60-B6DD-08944EA00FA9,2016-02-09,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.858368601117815,-0.53084433,0.53084433,NEGATIVE,3,The recent seven-day demand average (3.858368601117815) decreased the forecast by 0.531 units relative to the model baseline.
9592F44A-7632-5D60-B6DD-08944EA00FA9,2016-02-09,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.32911271,0.32911271,NEGATIVE,4,Current stock (76.0) decreased the forecast by 0.329 units relative to the model baseline.
9592F44A-7632-5D60-B6DD-08944EA00FA9,2016-02-09,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_1,3.4922077655792236,0.17822890,0.17822890,POSITIVE,5,Yesterday's demand (3.4922077655792236) increased the forecast by 0.178 units relative to the model baseline.
D4930290-D0CC-531D-B743-B89815AE00B6,2016-02-10,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,19.28202365103547,-1.15251362,1.15251362,NEGATIVE,1,Days of supply (19.28202365103547) decreased the forecast by 1.153 units relative to the model baseline.
D4930290-D0CC-531D-B743-B89815AE00B6,2016-02-10,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,10,0.68350416,0.68350416,POSITIVE,2,Day of month (10) increased the forecast by 0.684 units relative to the model baseline.
D4930290-D0CC-531D-B743-B89815AE00B6,2016-02-10,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.9414950098310197,-0.64997536,0.64997536,NEGATIVE,3,The recent seven-day demand average (3.9414950098310197) decreased the forecast by 0.650 units relative to the model baseline.
D4930290-D0CC-531D-B743-B89815AE00B6,2016-02-10,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_1,4.064371109008789,-0.46270260,0.46270260,NEGATIVE,4,Yesterday's demand (4.064371109008789) decreased the forecast by 0.463 units relative to the model baseline.
D4930290-D0CC-531D-B743-B89815AE00B6,2016-02-10,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.41361579,0.41361579,NEGATIVE,5,Current stock (76.0) decreased the forecast by 0.414 units relative to the model baseline.
681ABC47-DBF4-5D29-B13F-8026BD6D957F,2016-02-11,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,20.06757964690653,-0.93349141,0.93349141,NEGATIVE,1,Days of supply (20.06757964690653) decreased the forecast by 0.933 units relative to the model baseline.
681ABC47-DBF4-5D29-B13F-8026BD6D957F,2016-02-11,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_1,2.8411011695861816,0.81842440,0.81842440,POSITIVE,2,Yesterday's demand (2.8411011695861816) increased the forecast by 0.818 units relative to the model baseline.
681ABC47-DBF4-5D29-B13F-8026BD6D957F,2016-02-11,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,11,0.53377098,0.53377098,POSITIVE,3,Day of month (11) increased the forecast by 0.534 units relative to the model baseline.
681ABC47-DBF4-5D29-B13F-8026BD6D957F,2016-02-11,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_14,0.0,-0.39256492,0.39256492,NEGATIVE,4,Demand fourteen days ago (0.0) decreased the forecast by 0.393 units relative to the model baseline.
681ABC47-DBF4-5D29-B13F-8026BD6D957F,2016-02-11,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.787203107561384,-0.37505302,0.37505302,NEGATIVE,5,The recent seven-day demand average (3.787203107561384) decreased the forecast by 0.375 units relative to the model baseline.
9E1AB8A4-EE13-501E-98E5-C628BBD2FEFC,2016-02-12,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,19.335707681380892,-1.12965536,1.12965536,NEGATIVE,1,Days of supply (19.335707681380892) decreased the forecast by 1.130 units relative to the model baseline.
9E1AB8A4-EE13-501E-98E5-C628BBD2FEFC,2016-02-12,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,12,0.71313280,0.71313280,POSITIVE,2,Day of month (12) increased the forecast by 0.713 units relative to the model baseline.
9E1AB8A4-EE13-501E-98E5-C628BBD2FEFC,2016-02-12,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.930551767349243,-0.65716803,0.65716803,NEGATIVE,3,The recent seven-day demand average (3.930551767349243) decreased the forecast by 0.657 units relative to the model baseline.
9E1AB8A4-EE13-501E-98E5-C628BBD2FEFC,2016-02-12,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.37605664,0.37605664,NEGATIVE,4,Current stock (76.0) decreased the forecast by 0.376 units relative to the model baseline.
9E1AB8A4-EE13-501E-98E5-C628BBD2FEFC,2016-02-12,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_1,4.534498691558838,-0.33605495,0.33605495,NEGATIVE,5,Yesterday's demand (4.534498691558838) decreased the forecast by 0.336 units relative to the model baseline.
BC05AC8D-0D3D-5572-8DC5-09DF9D6E74A2,2016-02-13,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,19.8045300623647,-1.09640706,1.09640706,NEGATIVE,1,Days of supply (19.8045300623647) decreased the forecast by 1.096 units relative to the model baseline.
BC05AC8D-0D3D-5572-8DC5-09DF9D6E74A2,2016-02-13,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,13,0.63397324,0.63397324,POSITIVE,2,Day of month (13) increased the forecast by 0.634 units relative to the model baseline.
BC05AC8D-0D3D-5572-8DC5-09DF9D6E74A2,2016-02-13,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.8375058514731273,-0.44712797,0.44712797,NEGATIVE,3,The recent seven-day demand average (3.8375058514731273) decreased the forecast by 0.447 units relative to the model baseline.
BC05AC8D-0D3D-5572-8DC5-09DF9D6E74A2,2016-02-13,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.30547446,0.30547446,NEGATIVE,4,Current stock (76.0) decreased the forecast by 0.305 units relative to the model baseline.
BC05AC8D-0D3D-5572-8DC5-09DF9D6E74A2,2016-02-13,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_1,3.695046901702881,0.26262113,0.26262113,POSITIVE,5,Yesterday's demand (3.695046901702881) increased the forecast by 0.263 units relative to the model baseline.
95FE71F8-FA33-5038-95B1-8E600425D04B,2016-02-14,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,19.0443481323684,-0.99349487,0.99349487,NEGATIVE,1,Days of supply (19.0443481323684) decreased the forecast by 0.993 units relative to the model baseline.
95FE71F8-FA33-5038-95B1-8E600425D04B,2016-02-14,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,14,0.64044839,0.64044839,POSITIVE,2,Day of month (14) increased the forecast by 0.640 units relative to the model baseline.
95FE71F8-FA33-5038-95B1-8E600425D04B,2016-02-14,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.990685292652675,-0.62361008,0.62361008,NEGATIVE,3,The recent seven-day demand average (3.990685292652675) decreased the forecast by 0.624 units relative to the model baseline.
95FE71F8-FA33-5038-95B1-8E600425D04B,2016-02-14,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.42381179,0.42381179,NEGATIVE,4,Current stock (76.0) decreased the forecast by 0.424 units relative to the model baseline.
95FE71F8-FA33-5038-95B1-8E600425D04B,2016-02-14,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_week,6,0.38484520,0.38484520,POSITIVE,5,The day of week (6) increased the forecast by 0.385 units relative to the model baseline.
4E61C22D-290D-509E-8C19-937F98D3DADC,2016-02-15,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,19.587345441094104,-1.10963845,1.10963845,NEGATIVE,1,Days of supply (19.587345441094104) decreased the forecast by 1.110 units relative to the model baseline.
4E61C22D-290D-509E-8C19-937F98D3DADC,2016-02-15,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,15,0.63633317,0.63633317,POSITIVE,2,Day of month (15) increased the forecast by 0.636 units relative to the model baseline.
4E61C22D-290D-509E-8C19-937F98D3DADC,2016-02-15,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.880056142807007,-0.58747327,0.58747327,NEGATIVE,3,The recent seven-day demand average (3.880056142807007) decreased the forecast by 0.587 units relative to the model baseline.
4E61C22D-290D-509E-8C19-937F98D3DADC,2016-02-15,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_1,4.103133678436279,-0.40276018,0.40276018,NEGATIVE,4,Yesterday's demand (4.103133678436279) decreased the forecast by 0.403 units relative to the model baseline.
4E61C22D-290D-509E-8C19-937F98D3DADC,2016-02-15,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.36877257,0.36877257,NEGATIVE,5,Current stock (76.0) decreased the forecast by 0.369 units relative to the model baseline.
0EA814E9-746F-5D96-8F60-92818EC4ED2D,2016-02-16,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,19.50271738140032,-1.09670544,1.09670544,NEGATIVE,1,Days of supply (19.50271738140032) decreased the forecast by 1.097 units relative to the model baseline.
0EA814E9-746F-5D96-8F60-92818EC4ED2D,2016-02-16,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.896892854145595,-0.56829137,0.56829137,NEGATIVE,2,The recent seven-day demand average (3.896892854145595) decreased the forecast by 0.568 units relative to the model baseline.
0EA814E9-746F-5D96-8F60-92818EC4ED2D,2016-02-16,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.30999085,0.30999085,NEGATIVE,3,Current stock (76.0) decreased the forecast by 0.310 units relative to the model baseline.
0EA814E9-746F-5D96-8F60-92818EC4ED2D,2016-02-16,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_1,3.610064744949341,0.19226539,0.19226539,POSITIVE,4,Yesterday's demand (3.610064744949341) increased the forecast by 0.192 units relative to the model baseline.
0EA814E9-746F-5D96-8F60-92818EC4ED2D,2016-02-16,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,16,0.15464617,0.15464617,POSITIVE,5,Day of month (16) increased the forecast by 0.155 units relative to the model baseline.
AECF20ED-B598-5696-B7AA-8DF3DD6F2B12,2016-02-17,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,19.68795767799297,-1.05780959,1.05780959,NEGATIVE,1,Days of supply (19.68795767799297) decreased the forecast by 1.058 units relative to the model baseline.
AECF20ED-B598-5696-B7AA-8DF3DD6F2B12,2016-02-17,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.860227721078055,-0.49253574,0.49253574,NEGATIVE,2,The recent seven-day demand average (3.860227721078055) decreased the forecast by 0.493 units relative to the model baseline.
AECF20ED-B598-5696-B7AA-8DF3DD6F2B12,2016-02-17,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.31937489,0.31937489,NEGATIVE,3,Current stock (76.0) decreased the forecast by 0.319 units relative to the model baseline.
AECF20ED-B598-5696-B7AA-8DF3DD6F2B12,2016-02-17,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_1,3.8077151775360107,0.22126223,0.22126223,POSITIVE,4,Yesterday's demand (3.8077151775360107) increased the forecast by 0.221 units relative to the model baseline.
AECF20ED-B598-5696-B7AA-8DF3DD6F2B12,2016-02-17,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,price_change_percentage,0.0,0.15213980,0.15213980,POSITIVE,5,Price change percentage (0.0) increased the forecast by 0.152 units relative to the model baseline.
